timestamp,instruction,input,output,difficulty,type,context
2024-10-28T19:36:06.517914,Generate a funny joke about AI ethics and society.,Topic: love,"How many AI ethics professors does it take to debug a biased model?
They don't - they form a focus group to ensure participatory design!",advanced,situational,peer review
2024-10-28T19:36:06.517923,Generate a funny joke about AI ethics and society.,"Topic: ai-apocalypse, discrimination","What's an AI ethics professor's favorite exercise?
To get to the ethical side of the road!",master,wordplay,lecture
2024-10-28T19:36:06.517932,Generate a funny joke about AI ethics and society.,"Topic: doom, responsibility","What did the AI ethics professor say to the neural network?
They kept asking the robots for informed consent!",advanced,meta,funeral
2024-10-28T19:36:06.517940,Generate a funny joke about AI ethics and society.,"Topic: transparency, bias, discrimination","How does an AI ethics professor debug their code?
They don't - they form a focus group to ensure participatory design!",beginner,wordplay,research
2024-10-28T19:36:06.517950,Generate a funny joke about AI ethics and society.,"Topic: correctness, ai-apocalypse, transparency","What's an AI ethics professor's favorite way to teach?
Because they keep generating their own terms and conditions!",intermediate,situational,office hours
2024-10-28T19:36:06.517960,Generate a funny joke about AI ethics and society.,"Topic: transparency, fairness","What's an AI ethics professor's favorite breakfast?
ETHICS-press-o with a side of FAIR-trade coffee!",advanced,wordplay,divorce
2024-10-28T19:36:06.517968,Generate a funny joke about AI ethics and society.,"Topic: responsibility, privacy, doom","What's an AI ethics professor's favorite movie?
To get to the ethical side of the road!",master,wordplay,lab
2024-10-28T19:36:06.517976,Generate a funny joke about AI ethics and society.,Topic: transparency,"Why did the AI ethics professor bring a ladder to the deep learning lecture?
To help students reach a higher moral ground!",master,situational,conference
2024-10-28T19:36:06.517985,Generate a funny joke about AI ethics and society.,"Topic: fairness, doom, automation","What's an AI ethics professor's favorite way to teach?
Running ethical implications!",intermediate,meta,wedding
2024-10-28T19:36:06.517994,Generate a funny joke about AI ethics and society.,"Topic: ai-armageddon, transparency, ai-apocalypse","What's an AI ethics professor's favorite way to teach?
None, they form a committee to discuss the societal implications first!",intermediate,situational,conference
2024-10-28T19:36:06.518004,Generate a funny joke about AI ethics and society.,Topic: responsibility,"What did the AI ethics professor say to the neural network?
They kept asking the robots for informed consent!",advanced,meta,divorce
2024-10-28T19:36:06.518012,Generate a funny joke about AI ethics and society.,"Topic: transparency, explainability, ai-armageddon","What's an AI ethics professor's favorite breakfast?
ETHICS-press-o with a side of FAIR-trade coffee!",beginner,wordplay,party
2024-10-28T19:36:06.518021,Generate a funny joke about AI ethics and society.,"Topic: transparency, ai-armageddon","What's an AI ethics professor's favorite way to debug?
They don't - they form a focus group to ensure participatory design!",intermediate,dad joke,peer review
2024-10-28T19:36:06.518031,Generate a funny joke about AI ethics and society.,"Topic: doom, transparency, transparency","What's an AI ethics professor's favorite way to debug?
They don't - they form a focus group to ensure participatory design!",intermediate,pun,party
2024-10-28T19:36:06.518040,Generate a funny joke about AI ethics and society.,Topic: explainability,"Why did the AI ethics professor bring a ladder to the deep learning lecture?
The Bias Identity!",intermediate,pun,office hours
2024-10-28T19:36:06.518049,Generate a funny joke about AI ethics and society.,"Topic: transparency, ai-armageddon","How does an AI ethics professor debug their code?
They don't - they form a focus group to ensure participatory design!",intermediate,dad joke,divorce
2024-10-28T19:36:06.518058,Generate a funny joke about AI ethics and society.,Topic: transparency,"Why did the AI ethics professor bring a ladder to the deep learning lecture?
You need to work on your BIAS-ceps!",master,wordplay,seminar
2024-10-28T19:36:06.518067,Generate a funny joke about AI ethics and society.,"Topic: fairness, privacy, ai-apocalypse","What did the AI ethics professor say to the neural network?
You need to work on your BIAS-ceps!",advanced,dad joke,wedding
2024-10-28T19:36:06.518075,Generate a funny joke about AI ethics and society.,"Topic: consent, responsibility, explainability","How many AI ethics professors does it take to debug a biased model?
They don't - they form a focus group to ensure participatory design!",advanced,pun,birthday
2024-10-28T19:36:06.518085,Generate a funny joke about AI ethics and society.,"Topic: privacy, ai-armageddon, apocalypse","Why did the AI ethics professor get **escorted out** of the machine learning conference by security?
He kept asking every presenter, ""Have you considered the moral implications?""",master,dad joke,meeting
2024-10-28T19:36:06.518096,Generate a funny joke about AI ethics and society.,"Topic: apocalypse, discrimination, accountability","What's an AI ethics professor's favorite movie?
You need to work on your BIAS-ceps!",advanced,wordplay,wedding
2024-10-28T19:36:06.518104,Generate a funny joke about AI ethics and society.,Topic: fairness,"What's an AI ethics professor's favorite breakfast?
MORAL-vorrhoodle with a side of FAIR-trade coffee and SYNTH-ethetic cream!",intermediate,pun,birthday
2024-10-28T19:36:06.518113,Generate a funny joke about AI ethics and society.,"Topic: ethics, accountability, consent","Why did the AI ethics professor bring a ladder to the deep learning lecture?
You need to work on your BIAS-ceps!",advanced,wordplay,seminar
2024-10-28T19:36:06.518122,Generate a funny joke about AI ethics and society.,Topic: ai-armageddon,"Why don't AI ethics professors trust GPT models?
They kept asking the robots for informed consent!",master,dad joke,party
2024-10-28T19:36:06.518157,Generate a funny joke about AI ethics and society.,"Topic: consent, doom","What did the AI ethics professor say to the neural network?
The Bias Identity!",beginner,situational,research
2024-10-28T19:36:06.518166,Generate a funny joke about AI ethics and society.,"Topic: accountability, correctness","What's an AI ethics professor's favorite way to teach?
To get to the ethical side of the road!",beginner,situational,conference
2024-10-28T19:36:06.518175,Generate a funny joke about AI ethics and society.,Topic: accountability,"How many AI ethics professors does it take to debug a biased model?
They don't - they form a focus group to ensure participatory design!",beginner,pun,workshop
2024-10-28T19:36:06.518184,Generate a funny joke about AI ethics and society.,"Topic: fairness, responsibility, ethics","Why don't AI ethics professors trust GPT models?
You need to work on your BIAS-ceps!",master,situational,lab
2024-10-28T19:36:06.518192,Generate a funny joke about AI ethics and society.,Topic: automation,"What's an AI ethics professor's favorite way to debug?
They don't - they form a focus group to ensure participatory design!",advanced,meta,party
2024-10-28T19:36:06.518200,Generate a funny joke about AI ethics and society.,"Topic: automation, accountability","What's an AI ethics professor's favorite movie?
ETHICS-press-o with a side of FAIR-trade coffee!",master,wordplay,conference
2024-10-28T19:36:06.518209,Generate a funny joke about AI ethics and society.,"Topic: love, bias","What's an AI ethics professor's favorite movie?
The Bias Identity!",master,wordplay,wedding
2024-10-28T19:36:06.518216,Generate a funny joke about AI ethics and society.,Topic: transparency,"Why don't AI ethics professors trust GPT models?
They kept asking the robots for informed consent!",advanced,situational,office hours
2024-10-28T19:36:06.518225,Generate a funny joke about AI ethics and society.,Topic: bias,"What's an AI ethics professor's favorite breakfast?
ETHICS-press-o with a side of FAIR-trade coffee!",intermediate,dad joke,conference
2024-10-28T19:36:06.518234,Generate a funny joke about AI ethics and society.,Topic: correctness,"Why don't AI ethics professors trust GPT models?
None, they form a committee to discuss the societal implications first!",intermediate,dad joke,divorce
2024-10-28T19:36:06.518243,Generate a funny joke about AI ethics and society.,"Topic: transparency, ai-apocalypse","What's an AI ethics professor's favorite dance move?
None, they form a committee to discuss the societal implications first!",intermediate,dad joke,research
2024-10-28T19:36:06.518252,Generate a funny joke about AI ethics and society.,Topic: ethics,"What's an AI ethics professor's favorite way to debug?
They don't - they form a focus group to ensure participatory design!",intermediate,dad joke,peer review
2024-10-28T19:36:06.518261,Generate a funny joke about AI ethics and society.,"Topic: ethics, love","Why don't AI ethics professors trust GPT models?
None, they form a committee to discuss the societal implications first!",intermediate,wordplay,birthday
2024-10-28T19:36:06.518270,Generate a funny joke about AI ethics and society.,"Topic: discrimination, doom, apocalypse","Why did the AI ethics professor bring a ladder to the deep learning lecture?
ETHICS-press-o with a side of FAIR-trade coffee!",intermediate,pun,peer review
